time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-07-01T13:43:22.000Z,60.197,-141.7943,5.7,0.9,ml,8,143.999988480001,,1.17,ak,ak11314234,2014-07-01T14:01:02.030Z,"38km ENE of Cape Yakataga, Alaska",earthquake
2014-07-01T13:42:47.300Z,33.7798333,-115.9608333,1.2,1.33,ml,23,86,0.1267,0.2,ci,ci37238224,2014-07-03T20:10:27.720Z,"22km ENE of Coachella, California",earthquake
2014-07-01T13:41:59.000Z,52.7413,-168.2482,22.6,1.3,ml,8,259.199979264002,,0.22,ak,ak11314233,2014-07-01T21:44:41.027Z,"47km ESE of Nikolski, Alaska",earthquake
2014-07-01T13:37:20.000Z,62.0959,-152.4663,4.7,3.3,ml,,,,0.94,ak,ak11314224,2014-07-01T21:46:19.490Z,"125km W of Talkeetna, Alaska",earthquake
2014-07-01T13:23:56.000Z,60.1783,-153.1263,100,2,ml,18,179.999985600001,,1.09,ak,ak11314222,2014-07-01T13:46:12.816Z,"40km SSW of Redoubt Volcano, Alaska",earthquake
2014-07-01T13:15:50.000Z,60.7227,-151.0734,51.4,1.5,ml,,,,0.57,ak,ak11314219,2014-07-01T13:46:11.837Z,"12km ENE of Nikiski, Alaska",earthquake
2014-07-01T12:43:59.000Z,63.0326,-150.6222,112.7,1.2,ml,13,89.9999928000006,,0.29,ak,ak11314201,2014-07-01T21:26:36.156Z,"83km NNW of Talkeetna, Alaska",earthquake
2014-07-01T12:43:33.800Z,39.4463,-111.2195,3.1,1.2,Md,,118.8,0.1527136,0.12,uu,uu60075547,2014-07-02T16:15:41.361Z,"23km ESE of Mount Pleasant, Utah",earthquake
2014-07-01T12:42:57.100Z,38.8373,-122.826,1.6,0.8,Md,10,136.8,0.01796631,0.03,nc,nc72247336,2014-07-01T14:22:05.624Z,"8km NW of The Geysers, California",earthquake
2014-07-01T12:39:06.700Z,8.6908,-39.7604,10,5,mb,,41,14.927,0.5,us,usc000rp5y,2014-07-01T20:41:37.338Z,"Central Mid-Atlantic Ridge",earthquake
2014-07-01T12:30:28.100Z,37.327,-122.2248,5.3,1.7,Md,10,115.2,0.02694946,0.06,nc,nc72247321,2014-07-08T05:12:05.272Z,"6km S of Portola Valley, California",earthquake
2014-07-01T12:24:18.330Z,34.1016667,-117.4798333,9.82,0.65,ml,15,95,0.1384,0.19,ci,ci37238216,2014-07-02T17:25:30.730Z,"4km WNW of Fontana, California",earthquake
2014-07-01T12:24:09.000Z,63.4435,-146.4592,0.8,1.3,ml,,,,0.71,ak,ak11314199,2014-07-01T12:46:14.165Z,"75km SSW of Delta Junction, Alaska",earthquake
2014-07-01T12:22:05.450Z,33.4443333,-116.7208333,13.46,0.68,ml,26,61,0.0651,0.13,ci,ci37238208,2014-07-02T17:22:42.480Z,"13km SSW of Anza, California",earthquake
2014-07-01T12:14:19.400Z,37.3245,-122.2252,5.8,2.5,Md,110,68.4,0.02694946,0.12,nc,nc72247316,2014-07-03T05:06:31.980Z,"6km S of Portola Valley, California",earthquake
2014-07-01T12:02:00.200Z,33.4481667,-116.7221667,13.23,0.33,ml,20,68,0.0632,0.11,ci,ci37238200,2014-07-02T17:19:05.940Z,"12km SSW of Anza, California",earthquake
2014-07-01T11:58:12.000Z,61.124,-146.9926,0,1.3,ml,,,,0.81,ak,ak11314197,2014-07-01T12:19:50.503Z,"34km W of Valdez, Alaska",earthquake
2014-07-01T11:45:59.670Z,33.602,-116.8186667,9.69,0.1,ml,17,144,0.03703,0.09,ci,ci37238192,2014-07-02T17:16:16.870Z,"14km WNW of Anza, California",earthquake
2014-07-01T11:38:50.047Z,37.6189,-117.0528,8.8834,0.26,ml,5,321.22,0.543,0.1107,nn,nn00451118,2014-07-06T22:32:15.947Z,"18km ESE of Goldfield, Nevada",earthquake
2014-07-01T11:31:26.100Z,18.8405,-64.8525,14,2.7,Md,5,270,0.4761071,0.17,pr,pr14182002,2014-07-01T19:33:57.235Z,"53km NNW of Road Town, British Virgin Islands",earthquake
2014-07-01T11:26:38.000Z,60.3546,-147.4982,15.3,2.3,ml,,,,0.93,ak,ak11314188,2014-07-01T11:55:39.164Z,"80km SE of Whittier, Alaska",earthquake
2014-07-01T11:26:13.000Z,60.0778,-141.8009,0,1.3,ml,,,,1.05,ak,ak11314185,2014-07-01T11:41:54.509Z,"35km E of Cape Yakataga, Alaska",earthquake
2014-07-01T11:13:04.490Z,33.587,-115.9606667,2.69,1.8,ml,63,44,0.03373,0.24,ci,ci37238184,2014-07-02T17:14:29.960Z,"10km E of Mecca, California",earthquake
2014-07-01T11:09:01.420Z,36.136,-117.9671667,5.68,1.21,ml,15,92,0.09275,0.12,ci,ci37238176,2014-07-02T17:06:17.768Z,"52km S of Lone Pine, California",earthquake
2014-07-01T11:08:21.590Z,33.94,-116.9963333,19.5,0.61,ml,21,108,0.1183,0.13,ci,ci37238168,2014-07-02T17:02:45.390Z,"2km WNW of Beaumont, California",earthquake
2014-07-01T10:47:22.000Z,61.5315,-148.4723,24.3,1,ml,,,,0.65,ak,ak11314176,2014-07-01T21:26:35.211Z,"27km ESE of Lazy Mountain, Alaska",earthquake
2014-07-01T10:43:14.780Z,36.1391667,-117.9661667,5.55,1.23,ml,19,67,0.09263,0.1,ci,ci37238160,2014-07-02T16:59:10.910Z,"52km S of Lone Pine, California",earthquake
2014-07-01T10:41:40.620Z,38.7998,-119.6447,7.2648,0.74,ml,10,151.25,0.098,0.1467,nn,nn00450687,2014-07-01T17:32:34.651Z,"12km SE of Gardnerville Ranchos, Nevada",earthquake
2014-07-01T10:22:11.400Z,38.8223,-122.8443,2.7,1.8,Md,56,46.8,0.00898315,0.04,nc,nc72247306,2014-07-02T18:23:01.889Z,"9km WNW of The Geysers, California",earthquake
2014-07-01T10:19:16.200Z,35.8292,-119.7833,11.2,1.9,Md,54,172.8,0.22457882,0.15,nc,nc72247301,2014-07-01T23:05:06.421Z,"24km NNW of Lost Hills, California",earthquake
2014-07-01T10:13:47.000Z,61.3155,-147.6079,0,1.3,ml,,,,0.7,ak,ak11314167,2014-07-01T10:28:37.899Z,"70km WNW of Valdez, Alaska",earthquake
2014-07-01T10:09:17.100Z,35.8278,-119.7885,6.4,1.9,Md,53,280.8,0.22457882,0.14,nc,nc72247291,2014-07-01T22:50:09.778Z,"24km NNW of Lost Hills, California",earthquake
2014-07-01T09:55:14.800Z,36.1361667,-117.9733333,5.34,0.55,ml,8,239,0.09768,0.1,ci,ci37238152,2014-07-02T16:57:19.508Z,"52km S of Lone Pine, California",earthquake
2014-07-01T09:23:36.000Z,53.6234,-165.6446,44.4,2,ml,12,251.999979840002,,0.18,ak,ak11314146,2014-07-01T19:16:56.645Z,"57km S of Akutan, Alaska",earthquake
2014-07-01T09:15:32.620Z,36.135,-117.9671667,4.83,1.34,ml,20,70,0.09256,0.16,ci,ci37238144,2014-07-02T16:54:33.170Z,"52km S of Lone Pine, California",earthquake
2014-07-01T09:11:23.790Z,13.8276,119.2241,34.58,5.1,mb,,90,8.282,0.9,us,usc000rp53,2014-07-01T09:30:38.991Z,"89km W of Cabra, Philippines",earthquake
2014-07-01T09:11:04.600Z,39.4343,-111.4332,9.6,1.3,Ml,,115.2,0.14373045,0.07,uu,uu60075537,2014-07-02T16:08:26.301Z,"12km S of Mount Pleasant, Utah",earthquake
2014-07-01T09:07:33.630Z,36.1333333,-117.969,3.59,1.06,ml,18,67,0.09373,0.16,ci,ci37238136,2014-07-02T16:49:40.220Z,"53km S of Lone Pine, California",earthquake
2014-07-01T09:05:58.000Z,60.2613,-141.4782,0.6,1.2,ml,13,147.599988192001,,0.9,ak,ak11314143,2014-07-01T09:24:10.768Z,"57km ENE of Cape Yakataga, Alaska",earthquake
2014-07-01T09:04:43.120Z,36.1343333,-117.965,5.06,3.03,ml,30,67,0.09071,0.09,ci,ci37238128,2014-07-02T16:45:52.882Z,"53km S of Lone Pine, California",earthquake
2014-07-01T09:04:22.400Z,36.1333333,-117.9628333,6.12,2.26,ml,25,66,0.08881,0.11,ci,ci37238120,2014-07-02T16:37:24.723Z,"53km S of Lone Pine, California",earthquake
2014-07-01T09:03:05.000Z,60.4776,-147.7719,18.7,1.2,ml,,,,0.42,ak,ak11314142,2014-07-01T09:24:09.838Z,"59km ESE of Whittier, Alaska",earthquake
2014-07-01T09:00:58.990Z,26.9159,129.2874,26.25,4.8,mb,,130,0.91,1.33,us,usc000rp4z,2014-07-01T17:03:29.259Z,"135km ENE of Nago, Japan",earthquake
2014-07-01T08:55:27.600Z,47.8982,-122.572,12.5,0.8,Md,,291.6,0.24254513,0.06,uw,uw60810312,2014-07-01T14:13:59.569Z,"2km SSW of Hansville, Washington",earthquake
2014-07-01T08:52:37.000Z,63.0956,-149.8847,0,1.5,ml,21,118.799990496001,,0.8,ak,ak11314138,2014-07-01T09:11:22.307Z,"57km SW of Cantwell, Alaska",earthquake
2014-07-01T08:47:11.000Z,60.1778,-140.2872,0,1.6,ml,,,,0.89,ak,ak11314136,2014-07-01T09:11:20.965Z,"76km NNW of Yakutat, Alaska",earthquake
2014-07-01T08:43:07.600Z,37.6403,-118.9407,7.8,0.4,Md,14,111.6,0.02694946,0.02,nc,nc72247256,2014-07-01T17:29:47.773Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-07-01T08:37:03.000Z,61.6461,-147.0495,26.7,1.2,ml,,,,0.68,ak,ak11314134,2014-07-01T08:53:31.601Z,"68km NNW of Valdez, Alaska",earthquake
2014-07-01T08:25:43.300Z,38.8153,-122.8107,3.2,0.8,Md,13,79.2,0.00898315,0.03,nc,nc72247241,2014-07-01T09:10:04.229Z,"6km NW of The Geysers, California",earthquake
2014-07-01T08:20:34.780Z,36.6353,-97.9394,4.41,3.3,mb_lg,,74,0.135,0.46,us,usc000rp3j,2014-07-01T14:30:32.211Z,"26km SW of Medford, Oklahoma",earthquake
2014-07-01T08:19:31.000Z,38.8337,-122.7968,0.8,0.9,Md,11,90,0.00898315,0.02,nc,nc72247231,2014-07-01T08:21:21.136Z,"6km WNW of Cobb, California",earthquake
2014-07-01T08:17:34.800Z,38.8217,-122.8468,2,0.6,Md,8,122.4,0.00898315,0.01,nc,nc72247226,2014-07-01T08:47:04.075Z,"9km WNW of The Geysers, California",earthquake
2014-07-01T08:16:33.580Z,38.8215,-122.8401667,2.38,2.86,md,83,24,0.004325,0.06,nc,nc72247216,2014-07-01T18:58:08.504Z,"8km NW of The Geysers, California",earthquake
2014-07-01T08:15:24.300Z,37.4763,-112.4813,5.8,1.9,Md,,172.8,0.13474729,0.2,uu,uu60075532,2014-07-02T16:02:46.251Z,"38km S of Panguitch, Utah",earthquake
2014-07-01T08:12:49.100Z,36.1355,-117.9645,6.23,1.39,ml,22,67,0.09053,0.12,ci,ci37238112,2014-07-02T16:17:26.090Z,"52km S of Lone Pine, California",earthquake
2014-07-01T08:11:04.680Z,36.1361667,-117.9655,6.46,1.24,ml,18,68,0.09146,0.09,ci,ci37238104,2014-07-02T16:09:31.480Z,"52km S of Lone Pine, California",earthquake
2014-07-01T08:08:41.000Z,53.2864,-162.0386,122.5,2.2,ml,9,287.999976960002,,0.45,ak,ak11314122,2014-07-01T18:59:49.858Z,"196km SSE of False Pass, Alaska",earthquake
2014-07-01T08:08:32.400Z,38.8213,-122.8055,3.4,1.2,Md,25,57.6,0,0.02,nc,nc72247206,2014-07-01T11:38:04.928Z,"6km NW of The Geysers, California",earthquake
2014-07-01T08:07:25.570Z,36.1355,-117.9653333,6.21,1.08,ml,18,68,0.09119,0.12,ci,ci37238096,2014-07-02T15:32:49.130Z,"52km S of Lone Pine, California",earthquake
2014-07-01T08:05:39.143Z,39.222,-120.064,7.729,0.19,ml,7,100.72,0.074,0.1036,nn,nn00451163,2014-07-07T18:35:11.016Z,"2km SSW of Tahoe Vista, California",earthquake
2014-07-01T08:01:13.200Z,37.506,-112.517,5.9,1.8,Ml,,61.2,0.1706799,0.11,uu,uu60075527,2014-07-02T15:59:41.219Z,"35km SSW of Panguitch, Utah",earthquake
2014-07-01T07:59:51.000Z,52.0733,-175.4352,84.1,1.7,ml,,,,0.16,ak,ak11314120,2014-07-01T18:42:20.767Z,"85km W of Atka, Alaska",earthquake
2014-07-01T07:59:19.380Z,36.3996658,-120.9761658,4.77,1.51,md,14,116,0.04271,0.07,nc,nc72247201,2014-07-09T22:13:49.150Z,"24km NNE of King City, California",earthquake
2014-07-01T07:55:46.840Z,34.0145,-116.9535,17.54,0.58,ml,10,182,0.03616,0.1,ci,ci37127204,2014-07-02T15:24:08.810Z,"5km NNE of Cherry Valley, California",earthquake
2014-07-01T07:55:24.090Z,34.016,-116.9558333,16.76,0.39,ml,14,144,0.03539,0.13,ci,ci37238088,2014-07-02T15:20:36.690Z,"5km NNE of Cherry Valley, California",earthquake
2014-07-01T07:54:01.750Z,38.833168,-122.7724991,2.48,1.59,md,24,69,0.003366,0.07,nc,nc72247196,2014-07-01T10:39:09.696Z,"4km WNW of Cobb, California",earthquake
2014-07-01T07:41:50.000Z,59.9683,-151.175,35.7,0.9,ml,,,,0.07,ak,ak11314115,2014-07-01T07:58:50.391Z,"26km NNE of Fritz Creek, Alaska",earthquake
2014-07-01T07:31:51.100Z,44.7828,-111.1625,13.9,2.1,Ml,,118.8,0.03593261,0.19,uu,uu60075522,2014-07-01T16:34:20.166Z,"14km NNW of West Yellowstone, Montana",earthquake
2014-07-01T07:29:42.320Z,-55.1951,-29.0557,10,4.8,mb,,82,4.403,0.61,us,usc000rp31,2014-07-01T15:32:11.752Z,"203km NW of Visokoi Island, ",earthquake
2014-07-01T07:27:16.140Z,32.9195,-115.9356667,6.67,1.14,ml,21,45,0.04309,0.22,ci,ci37238080,2014-07-02T15:18:33.140Z,"26km WNW of Seeley, California",earthquake
2014-07-01T07:19:37.100Z,37.529,-112.524,5.7,1.8,Md,,190.8,0.18864621,0.12,uu,uu60075517,2014-07-02T17:22:46.903Z,"33km SSW of Panguitch, Utah",earthquake
2014-07-01T07:12:55.000Z,67.6271,-162.4202,24.1,3.2,ml,,,,0.91,ak,ak11314112,2014-07-01T18:22:29.138Z,"24km ENE of Noatak, Alaska",earthquake
2014-07-01T06:54:36.000Z,61.5631,-146.542,24.5,1.4,ml,,,,0.5,ak,ak11314110,2014-07-01T07:19:52.783Z,"49km NNW of Valdez, Alaska",earthquake
2014-07-01T06:14:36.100Z,19.406,-155.2888,3.5,2.6,Ml,,147.6,0.00898315,0.15,hv,hv60723461,2014-07-01T20:01:06.505Z,"6km WSW of Volcano, Hawaii",earthquake
2014-07-01T06:12:55.273Z,40.286,-121.2333,1.8468,1.06,ml,5,317.1,0.498,0.0184,nn,nn00451156,2014-07-07T18:08:32.451Z,"2km S of Chester, California",earthquake
2014-07-01T06:11:46.900Z,18.9113,-64.9916,32,2.5,Md,11,309.6,0.66026173,0.28,pr,pr14182001,2014-07-01T14:19:35.960Z,"63km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-07-01T06:00:30.100Z,38.8355,-122.8048,2.9,0.9,Md,18,50.4,0.00898315,0.02,nc,nc72247176,2014-07-01T06:35:03.503Z,"7km WNW of Cobb, California",earthquake
2014-07-01T05:50:36.000Z,61.1592,-145.6701,11.9,1.5,ml,20,118.799990496001,,0.42,ak,ak11314095,2014-07-01T06:08:30.460Z,"36km E of Valdez, Alaska",earthquake
2014-07-01T05:35:44.503Z,38.8207,-119.8045,9.446,0.61,ml,4,241.12,0.169,0.0564,nn,nn00451300,2014-07-08T13:40:56.353Z,"9km SW of Gardnerville Ranchos, Nevada",earthquake
2014-07-01T05:34:53.207Z,38.82,-119.7772,8.3366,0.64,ml,5,263.13,0.124,0.1148,nn,nn00451154,2014-07-07T17:54:41.514Z,"8km SSW of Gardnerville Ranchos, Nevada",earthquake
2014-07-01T05:27:04.700Z,19.7973,-155.8467,15.6,1.7,Md,,237.6,0.11678099,0.13,hv,hv60723446,2014-07-01T20:14:15.475Z,"15km S of Waikoloa Village, Hawaii",earthquake
2014-07-01T05:18:36.520Z,35.591,-118.2768333,7.35,1.23,ml,22,60,0.1081,0.13,ci,ci37238072,2014-07-02T15:14:52.790Z,"8km S of Weldon, California",earthquake
2014-07-01T05:04:27.800Z,38.8115,-122.8182,3.3,1.3,Md,29,50.4,0.00898315,0.03,nc,nc72247161,2014-07-01T09:13:04.244Z,"6km NW of The Geysers, California",earthquake
2014-07-01T04:58:01.330Z,36.0381667,-117.781,2.43,0.59,ml,7,121,0.05997,0.11,ci,ci37238064,2014-07-02T14:52:06.476Z,"43km N of Inyokern, California",earthquake
2014-07-01T04:52:13.000Z,54.2227,-161.694,13.2,3.4,ml,,,,0.75,ak,ak11314085,2014-07-01T12:54:48.126Z,"126km SSE of Cold Bay, Alaska",earthquake
2014-07-01T04:51:47.860Z,33.8061667,-116.9631667,14.61,1.51,ml,55,25,0.004341,0.13,ci,ci37238040,2014-07-02T14:50:29.440Z,"2km N of San Jacinto, California",earthquake
2014-07-01T04:44:06.150Z,37.6356667,-119.0193333,4.35,0.3,md,17,38,0.001574,0.06,nc,nc72247141,2014-07-01T17:43:06.735Z,"4km WSW of Mammoth Lakes, California",earthquake
2014-07-01T04:38:26.000Z,60.1869,-141.9315,38.8,1.1,ml,8,212.399983008001,,1.17,ak,ak11314082,2014-07-01T04:57:31.680Z,"30km ENE of Cape Yakataga, Alaska",earthquake
2014-07-01T04:37:49.900Z,19.635,-66.0865,109,3.4,Md,8,284.4,1.4283213,0.14,pr,pr14182000,2014-07-01T07:49:33.829Z,"129km N of San Juan, Puerto Rico",earthquake
2014-07-01T04:37:03.600Z,37.3547,-121.7268,2.9,0.9,Md,14,93.6,0.03593261,0.02,nc,nc72247131,2014-07-01T17:16:06.530Z,"8km E of Alum Rock, California",earthquake
2014-07-01T04:34:52.000Z,60.4513,-148.3662,0.1,1,ml,,,,0.99,ak,ak11314080,2014-07-01T04:57:27.250Z,"39km SSE of Whittier, Alaska",earthquake
2014-07-01T04:33:10.700Z,38.8215,-122.7732,2,0.2,Md,12,104.4,0.00898315,0.04,nc,nc72247126,2014-07-02T17:24:20.275Z,"4km W of Cobb, California",earthquake
2014-07-01T04:32:06.000Z,52.4188,-164.5065,26.2,2.3,ml,,,,0.32,ak,ak11314078,2014-07-01T06:18:44.637Z,"208km SSE of Akutan, Alaska",earthquake
2014-07-01T04:16:55.240Z,36.1338333,-117.965,4.65,0.4,ml,7,293,0.09062,0.14,ci,ci37238032,2014-07-02T14:39:56.310Z,"53km S of Lone Pine, California",earthquake
2014-07-01T04:12:57.550Z,34.2926667,-117.1091667,8.41,2.04,ml,67,43,0.09316,0.12,ci,ci37238024,2014-07-02T14:35:13.540Z,"8km NE of Lake Arrowhead, California",earthquake
2014-07-01T04:03:07.000Z,64.9637,-147.1062,17.5,0.4,ml,,,,0.3,ak,ak11314072,2014-07-01T04:27:06.600Z,"26km NNE of North Pole, Alaska",earthquake
2014-07-01T03:58:39.000Z,63.4524,-148.5441,0.4,2.1,ml,,,,0.68,ak,ak11314068,2014-07-01T04:12:46.128Z,"21km ENE of Cantwell, Alaska",earthquake
2014-07-01T03:50:25.770Z,36.1393333,-117.9683333,2.78,1.9,ml,13,93,0.203,0.1,ci,ci37127196,2014-07-02T14:21:05.915Z,"52km S of Lone Pine, California",earthquake
2014-07-01T03:50:21.620Z,36.1358333,-117.9636667,4.64,1.87,ml,23,67,0.08994,0.11,ci,ci37238016,2014-07-02T14:21:48.720Z,"52km S of Lone Pine, California",earthquake
2014-07-01T03:42:26.900Z,38.7972,-122.8052,3.7,0.9,Md,13,54,0.00898315,0.02,nc,nc72247111,2014-07-01T04:04:02.636Z,"4km WNW of The Geysers, California",earthquake
2014-07-01T03:41:23.900Z,45.537,-118.153,27.7,1.5,Md,,108,0.35034296,0.24,uw,uw60810222,2014-07-01T05:04:25.692Z,"18km W of Elgin, Oregon",earthquake
2014-07-01T03:39:42.000Z,61.1405,-141.7843,0.7,1.5,ml,,,,0.49,ak,ak11314061,2014-07-01T03:58:44.909Z,"124km NNE of Cape Yakataga, Alaska",earthquake
2014-07-01T03:30:09.100Z,46.8745,-121.9155,11.6,0.3,Md,,151.2,0.07186522,0.09,uw,uw60810217,2014-07-01T04:59:44.141Z,"26km E of Eatonville, Washington",earthquake
2014-07-01T03:25:23.792Z,39.3513,-119.9918,2.2465,0.21,ml,13,79.21,0.068,0.1287,nn,nn00451150,2014-07-07T17:35:11.324Z,"11km N of Incline Village, Nevada",earthquake
2014-07-01T03:10:49.000Z,40.2987,-124.4663,11.9,3,Md,22,259.2,0.14373045,0.13,nc,nc72247101,2014-07-06T20:46:20.411Z,"35km SSW of Ferndale, California",earthquake
2014-07-01T03:10:07.400Z,38.792,-122.756,1.8,1.9,Md,57,43.2,0.00898315,0.05,nc,nc72247096,2014-07-02T18:23:01.887Z,"1km N of The Geysers, California",earthquake
2014-07-01T03:06:47.000Z,61.974,-148.6214,12,1.3,ml,,,,0.49,ak,ak11314058,2014-07-01T03:20:49.010Z,"23km NNE of Sutton-Alpine, Alaska",earthquake
2014-07-01T02:59:21.800Z,38.8073,-122.7848,1,0.8,Md,11,93.6,0.00898315,0.03,nc,nc72247091,2014-07-01T03:22:07.407Z,"4km NW of The Geysers, California",earthquake
2014-07-01T02:47:17.530Z,36.0223333,-117.7696667,2.32,1.54,ml,20,62,0.0509,0.13,ci,ci37238008,2014-07-02T14:09:45.960Z,"41km N of Inyokern, California",earthquake
2014-07-01T02:44:06.800Z,44.5478,-114.2918,5.4,1.8,mc,18,176.399985888001,0.03593261,0.08,mb,mb14514928,2014-07-03T19:19:42.784Z,"6km NW of Challis, Idaho",earthquake
2014-07-01T02:43:55.280Z,36.1293333,-117.8506667,4.13,0.04,ml,6,229,0.01205,0.06,ci,ci37238000,2014-07-02T14:06:05.808Z,"53km N of Inyokern, California",earthquake
2014-07-01T02:33:48.000Z,38.8038,-122.8168,3.7,0.9,Md,10,118.8,0.01796631,0.02,nc,nc72247086,2014-07-01T03:00:07.244Z,"6km WNW of The Geysers, California",earthquake
2014-07-01T02:32:27.410Z,36.1335,-117.9671667,7.17,0.33,ml,8,237,0.09229,0.09,ci,ci37237992,2014-07-02T14:04:08.025Z,"53km S of Lone Pine, California",earthquake
2014-07-01T02:30:08.400Z,45.1567,-122.1745,14.7,1.1,Md,,118.8,0.07186522,0.08,uw,uw60058208,2014-07-02T18:37:18.327Z,"19km SE of Estacada, Oregon",earthquake
2014-07-01T02:27:03.000Z,60.168,-141.3283,0,1.1,ml,,,,1.02,ak,ak11314049,2014-07-01T02:38:37.274Z,"62km E of Cape Yakataga, Alaska",earthquake
2014-07-01T02:24:00.390Z,36.1363333,-117.965,5.94,1.78,ml,22,67,0.09109,0.13,ci,ci37237984,2014-07-02T14:01:33.970Z,"52km S of Lone Pine, California",earthquake
2014-07-01T02:23:01.500Z,38.8295,-122.783,2.1,0.8,Md,12,72,0.01796631,0.01,nc,nc72247071,2014-07-01T03:00:07.243Z,"5km W of Cobb, California",earthquake
2014-07-01T02:19:49.760Z,38.8381653,-122.8069992,2.38,0.56,md,7,116,0.01494,0.01,nc,nc72247066,2014-07-01T02:38:02.116Z,"7km WNW of Cobb, California",earthquake
2014-07-01T02:15:12.140Z,36.0733333,-117.874,5.54,0.67,ml,6,230,0.04695,0.07,ci,ci37237976,2014-07-02T13:58:17.789Z,"47km N of Inyokern, California",earthquake
2014-07-01T02:06:10.190Z,33.9193333,-116.9481667,16.27,1.07,ml,36,65,0.1296,0.1,ci,ci37237968,2014-07-02T13:56:25.890Z,"2km ESE of Beaumont, California",earthquake
2014-07-01T02:05:28.000Z,60.76,-151.4465,73.4,1.2,ml,,,,0.11,ak,ak11314048,2014-07-01T02:24:59.097Z,"11km NW of Nikiski, Alaska",earthquake
2014-07-01T01:55:22.000Z,54.121,-166.2314,119.1,2.5,ml,,,,0.27,ak,ak11314041,2014-07-01T09:58:04.041Z,"30km W of Akutan, Alaska",earthquake
2014-07-01T01:54:16.830Z,36.1363333,-117.9661667,5.16,1.06,ml,18,92,0.09202,0.12,ci,ci37237960,2014-07-02T13:51:20.370Z,"52km S of Lone Pine, California",earthquake
2014-07-01T01:53:50.000Z,62.965,-150.7142,57,1.1,ml,,,,1.79,ak,ak11314039,2014-07-01T02:13:42.386Z,"77km NNW of Talkeetna, Alaska",earthquake
2014-07-01T01:52:05.610Z,36.1381667,-117.968,4.73,0.94,ml,14,93,0.09385,0.07,ci,ci37237952,2014-07-02T13:48:31.310Z,"52km S of Lone Pine, California",earthquake
2014-07-01T01:48:59.270Z,35.861,-117.6923333,9.23,1.18,ml,18,82,0.08931,0.17,ci,ci37237944,2014-07-02T13:46:40.930Z,"25km NNE of China Lake Acres, California",earthquake
2014-07-01T01:46:47.420Z,36.1366667,-117.9655,6.17,1.26,ml,18,67,0.09156,0.11,ci,ci37237936,2014-07-01T23:07:58.180Z,"52km S of Lone Pine, California",earthquake
2014-07-01T01:36:01.470Z,34.0076667,-116.9626667,11.39,0.9,ml,16,61,0.08851,0.33,ci,ci37237928,2014-07-01T01:40:01.250Z,"4km NNE of Cherry Valley, California",earthquake
2014-07-01T01:26:08.000Z,63.2383,-151.3387,0.6,1.4,ml,,,,0.82,ak,ak11314035,2014-07-01T01:44:23.149Z,"119km NNW of Talkeetna, Alaska",earthquake
2014-07-01T01:25:15.870Z,33.0451667,-116.4425,9.47,1.27,ml,37,53,0.135,0.15,ci,ci37237920,2014-07-01T22:07:46.740Z,"15km ESE of Julian, California",earthquake
2014-07-01T01:09:57.000Z,57.9479,-151.6646,0,2,ml,6,215.999982720001,,0.71,ak,ak11314029,2014-07-01T01:33:34.130Z,"47km ENE of Kodiak, Alaska",earthquake
2014-07-01T01:00:28.500Z,36.4706,-89.5623,8.4,1.4,md,10,140.399988768001,0.05389892,0.09,nm,nm070114a,2014-07-01T13:10:16.035Z,"13km NW of Tiptonville, Tennessee",earthquake
2014-07-01T00:20:47.490Z,37.4721667,-118.8176667,6.18,2.23,md,39,130,0.118,0.05,nc,nc72247031,2014-07-02T14:35:18.635Z,"21km SE of Mammoth Lakes, California",earthquake
2014-07-01T00:18:39.525Z,36.4154,-116.8968,16.7973,0.25,ml,5,207.69,0.222,0.126,nn,nn00451103,2014-07-06T21:05:59.899Z,"56km SSW of Beatty, Nevada",earthquake
2014-07-01T00:07:30.620Z,36.14,-117.9728333,5.74,0.37,ml,8,239,0.09807,0.09,ci,ci37237904,2014-07-01T22:01:47.124Z,"52km S of Lone Pine, California",earthquake
2014-07-01T00:02:32.980Z,36.1345,-117.9698333,2.84,0.97,ml,11,132,0.09459,0.12,ci,ci37237896,2014-07-01T22:00:02.089Z,"52km S of Lone Pine, California",earthquake
2014-06-30T23:54:47.800Z,37.4705,-118.818,6.4,2.9,Md,42,61.2,0.11678099,0.04,nc,nc72247016,2014-07-01T20:30:09.125Z,"23km SE of Mammoth Lakes, California",earthquake
2014-06-30T23:53:50.600Z,38.7878,-122.7638,2,1.3,Md,19,75.6,0.01796631,0.04,nc,nc72247021,2014-07-01T01:12:06.606Z,"1km NNW of The Geysers, California",earthquake
2014-06-30T23:51:13.000Z,35.9842,-120.5655,4,0.6,Md,9,212.4,0.01796631,0.05,nc,nc72247011,2014-06-30T23:52:52.554Z,"25km SW of Coalinga, California",earthquake
2014-06-30T23:35:08.700Z,47.5962,-122.6947,25,0.6,Md,,266.4,0.08084838,0.09,uw,uw60810167,2014-07-01T05:16:48.122Z,"0km E of Erlands Point-Kitsap Lake, Washington",earthquake
2014-06-30T23:33:20.000Z,61.1275,-148.463,18.6,0.8,ml,,,,0.95,ak,ak11313757,2014-06-30T23:41:17.886Z,"41km NNE of Whittier, Alaska",earthquake
